id_cliente,ano_nascimento,nivel_educacao,estado_civil,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,renda_anual,idade,ultima_transancao,total_vinho,total_frutas,total_carnes,total_peixes,total_doces,total_outros,total_compras,data_transacao,lugar_transacao,,frequencia
2552,1955,Posgrado,Soltero,1,2,2021-10-22,1,55521,69,6/10/2022,416,0,26,0,0,4,446,44491,en línea,,12
194,1965,Grado o superior,Casado,1,1,2022-06-09,0,48006,59,21/12/2022,23,0,11,3,2,2,41,44721,en línea,,4
3645,1972,Posgrado,Soltero,1,0,2020-08-30,1,27213,52,25/5/2022,19,3,26,10,9,3,70,44073,en línea,,6
8890,1971,Posgrado,Divorciado,1,1,2022-05-30,0,65808,53,19/11/2022,155,7,80,13,7,10,272,44711,en línea,,10
5049,1974,Posgrado,Unión de hecho,1,0,2021-06-06,0,30351,50,5/5/2022,14,0,24,3,3,2,46,44353,en línea,,5
9973,1963,Grado o superior,Casado,0,2,2020-10-17,0,50437,61,15/11/2021,370,9,92,6,9,4,490,44121,en línea,,15
7301,1982,Secundaria,Soltero,1,0,2020-11-17,1,23616,42,27/4/2022,4,22,11,3,7,32,79,44152,en línea,,6
10882,1976,Grado o superior,Casado,0,1,2020-11-09,0,53858,48,30/3/2022,407,53,221,58,150,26,915,44144,en línea,,10
7030,1955,Posgrado,Casado,0,1,2021-03-30,0,66465,69,19/10/2022,1200,0,204,38,29,14,1485,44285,en línea,,23
7422,1987,Grado o superior,Soltero,1,0,2020-08-22,0,46923,37,3/9/2022,85,44,54,102,78,6,369,44065,en línea,,12
3523,1962,Grado o superior,Unión de hecho,0,1,2021-01-23,0,75072,62,26/10/2022,583,34,309,0,22,125,1073,44219,en línea,,13
7106,1943,Posgrado,Casado,0,0,2022-03-31,0,75865,81,23/11/2022,483,0,591,156,0,12,1242,44651,en línea,,13
6504,1975,Secundaria,Unión de hecho,1,0,2021-11-20,0,19789,49,10/10/2022,2,5,9,28,6,28,78,44520,en línea,,5
5067,1994,Grado o superior,Unión de hecho,0,0,2022-02-14,0,80134,30,2/12/2022,966,26,282,52,26,26,1378,44606,en línea,,13
4216,1981,Grado o superior,Soltero,0,0,2021-02-22,1,91065,43,4/10/2022,822,114,108,179,137,114,1474,44249,en línea,,16
8581,1971,Posgrado,Casado,1,1,2021-03-05,0,49505,53,18/7/2022,604,0,100,19,0,28,751,44260,en línea,,18
5929,1973,Posgrado,Casado,1,0,2022-05-06,0,37401,51,29/10/2022,19,3,19,3,1,3,48,44687,en línea,,5
3129,1983,Grado o superior,Casado,1,0,2022-05-22,0,30096,41,28/12/2022,5,3,11,12,5,9,45,44703,en línea,,5
6528,1982,Posgrado,Unión de hecho,1,0,2022-06-05,0,18492,42,16/8/2022,2,2,2,2,1,1,10,44717,en línea,,3
1361,1974,Posgrado,Casado,0,0,2021-06-04,1,82584,50,19/9/2022,1076,68,103,29,91,68,1435,44351,en línea,,11
6932,1941,Posgrado,Casado,0,0,2021-04-13,0,93027,83,22/5/2022,1285,42,716,55,0,21,2119,44299,en línea,,12
7284,1953,Grado o superior,Casado,1,2,2021-12-04,0,48686,71,12/4/2022,10,0,7,2,0,1,20,44534,en línea,,3
1340,1986,Grado o superior,Casado,0,0,2022-04-24,0,92910,38,21/12/2022,551,137,792,179,103,33,1795,44675,en línea,,19
8746,1989,Grado o superior,Casado,1,0,2022-04-05,0,75433,35,4/12/2022,800,0,297,0,34,57,1188,44656,en línea,,12
5987,1989,Secundaria,Unión de hecho,1,0,2022-05-04,0,10404,35,21/12/2022,2,2,11,10,6,12,43,44685,en línea,,5
3767,1968,Grado o superior,Casado,0,1,2021-04-25,0,61314,56,9/7/2022,378,0,189,97,172,172,1008,44311,en línea,,17
3725,1961,Posgrado,Soltero,0,0,2021-05-09,1,84865,63,26/8/2022,1248,16,349,43,16,16,1688,44325,en línea,,11
4324,1989,Grado o superior,Casado,1,0,2020-10-29,0,42387,35,15/3/2022,235,0,235,19,4,191,684,44133,en línea,,15
238,1967,Secundaria,Unión de hecho,1,1,2021-01-23,0,67309,57,17/8/2022,515,47,181,149,95,95,1082,44219,en línea,,18
6694,1964,Grado o superior,Casado,0,1,2021-11-25,0,75236,60,17/12/2022,438,66,400,12,38,114,1068,44525,en línea,,21
498,1970,Grado o superior,Soltero,1,0,2022-02-02,0,30015,54,14/12/2022,25,0,22,2,3,5,57,44594,en línea,,5
9347,1956,Posgrado,Unión de hecho,0,1,2021-06-21,0,50943,68,2/11/2021,31,0,7,2,0,6,46,44368,en línea,,4
9699,1966,Grado o superior,Divorciado,0,1,2021-12-21,0,67272,58,21/11/2022,357,35,271,28,28,14,733,44551,en línea,,18
10664,1949,Posgrado,Viuda/Viudo,0,1,2021-09-07,0,51529,75,13/8/2022,400,4,35,6,0,22,467,44446,en línea,,14
5455,1971,Posgrado,Casado,1,0,2021-08-22,0,32011,53,17/8/2022,99,0,15,2,1,5,122,44430,en línea,,6
456,1986,Secundaria,Casado,1,0,2021-02-07,0,7500,38,3/2/2022,1,11,5,4,6,9,36,44234,en línea,,5
5012,1989,Grado o superior,Casado,1,0,2021-07-04,0,28691,35,28/1/2022,5,4,13,8,0,4,34,44381,en línea,,4
7495,1948,Posgrado,Casado,0,1,2021-12-20,0,56223,76,13/12/2022,77,28,31,16,0,4,156,44550,en línea,,7
5029,1946,Grado o superior,Casado,0,0,2021-08-06,0,18100,78,5/11/2021,3,1,2,4,3,1,14,44414,tienda,,3
10642,1989,Grado o superior,Soltero,1,0,2020-12-30,0,30279,35,27/8/2021,10,4,14,4,4,1,37,44195,en línea,,4
2106,1974,Secundaria,Casado,0,0,2022-03-17,0,20130,50,28/9/2022,0,6,3,7,6,12,34,44637,en línea,,4
10364,1959,Grado o superior,Divorciado,0,0,2021-07-13,0,23295,65,22/7/2022,0,0,1,2,12,5,20,44390,en línea,,3
5954,1972,Posgrado,Divorciado,1,0,2021-10-09,0,42618,52,28/9/2022,76,14,74,13,5,10,192,44478,en línea,,9
1137,1964,Grado o superior,Soltero,0,0,2021-12-29,0,81246,60,18/10/2022,398,190,537,61,156,37,1379,44559,en línea,,11
2541,1976,Grado o superior,Casado,1,0,2021-06-09,0,24027,48,27/2/2022,14,7,11,11,0,5,48,44356,en línea,,5
1142,1953,Posgrado,Casado,0,1,2021-12-22,0,55707,71,11/12/2022,208,7,82,30,66,35,428,44552,en línea,,12
2276,1955,Grado o superior,Soltero,0,1,2021-05-02,0,57959,69,16/9/2022,430,16,322,43,24,33,868,44318,en línea,,15
2807,1969,Grado o superior,Casado,0,1,2021-02-16,0,56796,55,14/10/2022,656,38,161,62,47,37,1001,44243,en línea,,15
6471,1971,Posgrado,Soltero,1,0,2021-10-17,0,36230,53,13/9/2022,14,2,30,8,2,3,59,44486,en línea,,6
6131,1980,Secundaria,Casado,1,1,2021-12-01,0,70829,44,27/12/2022,141,70,106,72,19,23,431,44531,en línea,,12
6233,1976,Grado o superior,Casado,0,1,2020-09-07,0,65991,48,25/8/2022,507,19,364,25,47,9,971,44081,en línea,,19
4148,1972,Grado o superior,Casado,1,2,2020-08-20,0,38988,52,17/11/2022,164,24,103,12,3,42,348,44063,en línea,,11
4947,1966,Secundaria,Soltero,0,0,2020-09-15,1,89572,58,28/3/2022,606,24,974,197,194,64,2059,44089,en línea,,16
3225,1984,Posgrado,Casado,1,0,2021-04-01,1,42207,40,5/6/2022,116,11,72,3,17,46,265,44287,en línea,,9
7540,1952,Grado o superior,Casado,0,1,2022-05-25,0,50300,72,26/12/2022,143,15,60,24,23,5,270,44706,en línea,,10
10648,1982,Secundaria,Unión de hecho,0,0,2020-09-25,0,66664,42,26/8/2022,398,96,447,220,96,32,1289,44099,en línea,,11
1992,1964,Grado o superior,Casado,0,1,2022-01-01,1,60597,60,5/11/2022,522,0,257,32,16,66,893,44562,en línea,,10
7851,1949,Grado o superior,Viuda/Viudo,0,0,2021-09-22,0,70165,75,13/10/2022,161,0,253,199,191,122,926,44461,en línea,,14
8594,1958,Posgrado,Viuda/Viudo,0,1,2022-01-28,0,50520,66,16/12/2022,112,0,6,2,1,14,135,44589,en línea,,6
7059,1963,Grado o superior,Casado,0,0,2022-06-26,0,80124,61,18/12/2022,483,84,398,205,84,241,1495,44738,en línea,,11
2815,1975,Grado o superior,Casado,1,0,2022-02-24,0,33183,49,18/11/2022,7,5,39,17,15,37,120,44616,en línea,,7
2416,1969,Posgrado,Soltero,0,0,2022-03-03,0,66582,55,27/12/2022,789,25,420,16,38,0,1288,44623,en línea,,11
7999,1955,Posgrado,Unión de hecho,0,0,2021-04-23,1,75261,69,14/7/2022,1239,17,413,23,34,17,1743,44309,en línea,,10
9213,1970,Grado o superior,Viuda/Viudo,1,0,2020-10-31,0,31880,54,23/4/2021,4,1,5,2,0,3,15,44135,en línea,,3
9697,1951,Grado o superior,Casado,0,2,2022-03-06,0,53790,73,17/12/2022,335,42,127,28,5,5,542,44626,en línea,,15
3916,1971,Posgrado,Unión de hecho,1,0,2020-08-15,0,49269,53,16/7/2022,639,8,166,11,8,58,890,44058,en línea,,19
2021,1975,Grado o superior,Casado,0,1,2021-03-27,0,61456,49,12/8/2022,563,76,384,84,192,89,1388,44282,en línea,,19
1581,1980,Grado o superior,Casado,1,0,2021-10-10,1,37406,44,14/10/2022,2,0,8,2,2,3,17,44479,en línea,,3
564,1981,Posgrado,Unión de hecho,1,0,2020-08-04,1,56937,43,19/6/2022,746,8,125,11,8,8,906,44047,en línea,,17
6619,1978,Grado o superior,Casado,1,1,2021-01-02,0,38415,46,24/7/2022,22,1,13,4,0,4,44,44198,en línea,,4
9081,1988,Grado o superior,Soltero,1,0,2022-05-18,0,20518,36,18/8/2022,4,1,6,4,1,9,25,44699,en línea,,3
178,1956,Grado o superior,Casado,0,1,2021-02-18,0,62503,68,4/10/2022,478,0,193,110,75,117,973,44245,en línea,,19
916,1972,Posgrado,Soltero,1,1,2022-05-09,0,41644,52,27/10/2022,20,3,4,2,0,2,31,44690,en línea,,4
5512,1977,Posgrado,Casado,0,1,2022-05-23,0,55842,47,14/12/2022,451,0,39,0,4,24,518,44704,en línea,,15
8970,1972,Posgrado,Casado,0,1,2020-10-23,0,62010,52,5/9/2022,371,22,39,6,0,92,530,44127,en línea,,13
10581,1977,Grado o superior,Casado,1,0,2020-10-31,0,41124,47,28/10/2022,281,7,84,15,0,119,506,44135,en línea,,11
5300,1973,Posgrado,Casado,1,0,2021-12-30,0,38961,51,21/12/2022,19,7,19,0,1,24,70,44560,en línea,,4
5154,1972,Posgrado,Divorciado,1,0,2021-08-11,0,37760,52,10/6/2022,26,3,13,2,10,0,54,44419,en línea,,5
8346,1974,Grado o superior,Soltero,1,0,2020-08-19,1,32233,50,12/7/2022,138,15,35,25,11,72,296,44062,en línea,,8
1676,1975,Grado o superior,Casado,0,1,2021-10-30,0,43057,49,25/9/2022,213,2,44,0,2,5,266,44499,en línea,,9
9286,1960,Posgrado,Unión de hecho,0,0,2020-10-10,0,83151,64,28/3/2022,407,28,100,120,74,18,747,44114,en línea,,9
2426,1964,Posgrado,Divorciado,0,0,2020-09-14,1,78825,60,13/3/2022,483,74,114,169,37,18,895,44088,en línea,,18
5172,1976,Posgrado,Unión de hecho,0,1,2021-11-14,0,65104,48,28/12/2022,738,0,232,13,20,50,1053,44514,en línea,,10
5562,1974,Grado o superior,Casado,0,1,2021-06-26,0,60093,50,10/8/2022,502,12,109,16,6,90,735,44373,en línea,,17
3436,1969,Grado o superior,Casado,1,0,2022-01-26,0,14045,55,30/6/2022,11,0,5,2,1,1,20,44587,en línea,,4
3921,1952,Secundaria,Viuda/Viudo,0,0,2020-10-28,0,28457,72,5/2/2022,24,1,108,29,29,14,205,44132,en línea,,8
3403,1958,Posgrado,Unión de hecho,0,1,2020-09-24,0,78952,66,29/4/2022,1170,19,594,99,76,134,2092,44098,en línea,,14
22,1976,Grado o superior,Divorciado,1,0,2020-12-03,0,46310,48,20/5/2022,185,2,88,15,5,14,309,44168,en línea,,11
10965,1955,Grado o superior,Unión de hecho,0,0,2021-02-22,0,76005,69,10/4/2022,983,20,389,240,50,40,1722,44249,en línea,,16
9426,1964,Posgrado,Soltero,0,1,2021-01-12,0,58308,60,26/9/2021,691,0,69,10,0,130,900,44208,en línea,,5
6605,1944,Posgrado,Divorciado,0,0,2021-11-27,0,55614,80,3/11/2022,504,13,131,8,0,26,682,44527,en línea,,15
3136,1962,Posgrado,Divorciado,0,1,2021-04-13,0,59432,62,25/6/2022,317,25,265,25,19,12,663,44299,en línea,,16
8737,1978,Grado o superior,Divorciado,0,1,2022-04-05,0,55563,46,29/12/2022,29,1,9,2,0,2,43,44656,en línea,,5
11088,1971,Posgrado,Unión de hecho,0,1,2021-04-21,0,78642,53,3/4/2022,1396,0,322,46,35,17,1816,44307,en línea,,8
716,1949,Posgrado,Unión de hecho,0,1,2022-05-22,0,67911,75,16/12/2022,529,0,356,63,28,0,976,44703,en línea,,17
466,1944,Grado o superior,Casado,0,0,2021-04-03,0,65275,80,4/8/2022,388,14,218,91,14,21,746,44289,en línea,,17
9135,1950,Grado o superior,Unión de hecho,1,1,2020-08-06,0,27203,74,18/11/2020,13,2,21,4,0,24,64,44049,en línea,,3
10623,1961,Posgrado,Unión de hecho,0,1,2021-11-15,0,48330,63,27/12/2022,28,0,4,0,0,0,32,44515,en línea,,4
8151,1990,Secundaria,Casado,0,0,2020-12-29,0,24279,34,18/6/2022,16,36,21,20,62,108,263,44194,en línea,,7
5140,1985,Posgrado,Casado,1,0,2020-08-24,0,64355,39,22/8/2022,1047,0,140,67,38,153,1445,44067,en línea,,16
10160,1956,Posgrado,Unión de hecho,0,1,2021-06-21,0,50943,68,30/12/2021,31,0,7,2,0,6,46,44368,en línea,,4
4945,1953,Grado o superior,Viuda/Viudo,0,0,2020-11-07,0,53653,71,22/5/2022,815,10,239,28,10,108,1210,44142,en línea,,22
10584,1976,Grado o superior,Casado,0,1,2021-12-02,0,65665,48,10/12/2022,225,162,387,106,36,29,945,44532,en línea,,13
6071,1989,Grado o superior,Soltero,0,0,2021-07-19,0,81217,35,18/11/2022,493,70,324,146,40,84,1157,44396,en línea,,14
3386,1992,Grado o superior,Casado,0,0,2021-06-21,0,34935,32,30/6/2022,34,4,66,3,10,20,137,44368,en línea,,6
8939,1959,Grado o superior,Divorciado,0,1,2020-12-16,0,61250,65,6/3/2022,382,138,65,60,26,59,730,44181,en línea,,17
9925,1981,Posgrado,Unión de hecho,1,0,2021-05-25,0,39665,43,20/4/2022,127,1,56,0,1,31,216,44341,en línea,,7
4320,1979,Grado o superior,Soltero,0,1,2021-03-28,0,60152,45,7/10/2022,325,83,300,86,58,91,943,44283,en línea,,18
5389,1964,Grado o superior,Casado,0,2,2021-10-20,0,48920,60,15/9/2022,238,17,68,8,10,6,347,44489,en línea,,11
6036,1959,Posgrado,Unión de hecho,0,0,2022-03-17,0,89120,65,24/12/2022,1168,92,408,72,129,55,1924,44637,en línea,,12
182,1946,Posgrado,Unión de hecho,0,1,2021-05-11,0,44124,78,11/10/2022,284,0,55,0,6,52,397,44327,en línea,,11
203,1975,Posgrado,Soltero,0,0,2021-04-14,0,81169,49,5/10/2022,1288,20,613,80,61,27,2089,44300,en línea,,14
11025,1961,Grado o superior,Casado,1,1,2021-02-03,0,36443,63,12/9/2022,65,0,46,4,3,20,138,44230,en línea,,6
10203,1990,Grado o superior,Soltero,1,0,2021-06-30,0,26095,34,28/9/2021,11,7,9,3,1,11,42,44377,en línea,,4
4607,1959,Grado o superior,Unión de hecho,0,0,2021-08-23,0,71367,65,20/4/2022,227,23,389,42,21,75,777,44431,en línea,,11
3711,1944,Posgrado,Casado,0,0,2022-03-01,0,80184,80,9/12/2022,1035,134,670,25,38,0,1902,44621,en línea,,16
3696,1965,Grado o superior,Divorciado,1,1,2022-01-27,0,30630,59,26/5/2022,27,1,12,2,0,10,52,44588,en línea,,5
2532,1987,Posgrado,Soltero,0,0,2022-03-01,0,73454,37,24/8/2022,982,73,351,56,14,175,1651,44621,en línea,,8
9214,1991,Grado o superior,Casado,0,0,2021-08-16,0,42691,33,5/6/2022,179,2,64,38,17,58,358,44424,en línea,,11
4943,1953,Grado o superior,Casado,0,0,2020-09-30,0,70503,71,31/7/2021,1379,33,216,0,33,66,1727,44104,en línea,,11
35,1987,Grado o superior,Casado,1,0,2020-09-08,1,25545,37,8/2/2022,32,1,64,16,12,85,210,44082,en línea,,5
2258,1986,Grado o superior,Casado,1,0,2020-12-04,0,32880,38,15/11/2022,8,4,15,7,6,2,42,44169,en línea,,4
4322,1958,Posgrado,Unión de hecho,0,0,2021-11-27,0,77863,66,29/12/2022,881,38,319,16,25,12,1291,44527,en línea,,14
713,1977,Posgrado,Casado,0,0,2022-06-08,0,50353,47,17/12/2022,141,15,153,67,31,35,442,44720,en línea,,10
4702,1964,Grado o superior,Soltero,0,0,2020-08-12,0,61839,60,27/4/2022,1000,155,379,224,17,120,1895,44055,en línea,,8
3281,1960,Posgrado,Casado,1,1,2021-11-03,0,49154,64,7/11/2022,206,10,67,30,27,71,411,44503,en línea,,12
702,1975,Secundaria,Viuda/Viudo,0,1,2021-02-15,0,47682,49,13/1/2022,162,61,83,97,57,61,521,44242,en línea,,12
2004,1969,Grado o superior,Soltero,0,1,2021-09-18,0,72679,55,4/11/2022,619,54,260,127,54,54,1168,44457,en línea,,9
4769,1977,Posgrado,Unión de hecho,1,1,2022-06-18,0,57954,47,24/12/2022,456,4,24,0,0,9,493,44730,en línea,,14
4437,1962,Grado o superior,Casado,1,1,2021-04-24,0,65316,62,16/9/2021,112,6,92,3,9,38,260,44310,en línea,,8
8724,1982,Grado o superior,Soltero,1,0,2021-06-17,0,28567,42,12/10/2021,11,3,22,2,2,6,46,44364,en línea,,5
10741,1951,Posgrado,Unión de hecho,0,1,2021-04-11,0,47352,73,25/9/2022,172,12,112,8,0,15,319,44297,en línea,,11
1991,1967,Grado o superior,Unión de hecho,0,1,2022-01-18,0,44931,57,4/8/2022,78,0,11,0,0,7,96,44579,en línea,,5
6931,1967,Grado o superior,Divorciado,0,0,2022-02-15,1,76982,57,16/11/2022,464,151,292,65,60,30,1062,44607,en línea,,12
11096,1952,Secundaria,Unión de hecho,0,1,2021-08-08,0,57247,72,27/7/2022,99,4,32,37,54,6,232,44416,en línea,,9
304,1981,Posgrado,Soltero,1,0,2021-12-23,0,22944,43,16/12/2022,19,3,19,4,5,26,76,44553,en línea,,6
3665,1977,Secundaria,Unión de hecho,1,0,2021-11-07,0,25315,47,22/12/2022,1,9,8,11,3,22,54,44507,en línea,,6
10591,1969,Grado o superior,Viuda/Viudo,0,1,2020-08-06,0,43638,55,6/8/2022,63,10,83,7,19,19,201,44049,en línea,,8
5036,1984,Posgrado,Soltero,1,0,2020-11-28,0,42710,40,28/8/2022,252,3,42,4,3,102,406,44163,en línea,,7
5547,1982,Posgrado,Casado,0,0,2021-08-07,1,84169,42,23/8/2022,1478,19,403,0,19,0,1919,44415,en línea,,13
7822,1976,Grado o superior,Unión de hecho,0,1,2021-06-04,0,54058,48,6/11/2022,198,18,252,32,108,54,662,44351,en línea,,12
8541,1990,Secundaria,Casado,1,0,2022-03-08,0,24683,34,25/11/2022,8,4,10,6,7,6,41,44628,en línea,,6
10955,1964,Grado o superior,Viuda/Viudo,0,0,2022-01-07,1,85620,60,24/11/2022,416,46,925,60,107,46,1600,44568,en línea,,7
4368,1980,Grado o superior,Casado,1,0,2021-12-03,0,47850,44,10/12/2022,42,7,43,20,12,10,134,44533,en línea,,7
9671,1968,Grado o superior,Casado,1,1,2022-01-26,1,19514,56,11/12/2022,14,3,21,2,1,28,69,44587,en línea,,5
2256,1973,Posgrado,Casado,1,1,2022-03-29,0,27159,51,30/6/2022,17,0,3,0,0,1,21,44649,en línea,,4
4279,1963,Secundaria,Soltero,1,1,2022-03-31,0,39548,61,20/4/2022,15,4,10,3,4,18,54,44651,en línea,,4
5371,1989,Grado o superior,Soltero,1,0,2022-04-08,1,21474,35,8/8/2022,6,16,24,11,0,34,91,44659,en línea,,5
9240,1971,Posgrado,Soltero,0,1,2022-02-07,0,60504,53,28/12/2022,458,0,24,6,4,34,526,44599,en línea,,14
9460,1963,Grado o superior,Casado,0,0,2021-04-18,0,22419,61,19/2/2022,30,3,47,19,21,42,162,44304,en línea,,5
9504,1949,Posgrado,Casado,0,0,2021-11-06,1,81698,75,12/12/2022,179,28,520,111,123,47,1008,44506,en línea,,16
8692,1952,Grado o superior,Unión de hecho,1,1,2020-09-12,0,43462,72,28/8/2021,90,17,97,15,6,15,240,44086,en línea,,9
448,1978,Posgrado,Soltero,1,0,2021-03-01,0,54880,46,10/5/2022,308,85,137,102,45,118,795,44256,en línea,,17
8314,1982,Grado o superior,Casado,0,0,2021-04-05,0,79908,42,13/7/2022,557,129,761,29,185,111,1772,44291,en línea,,12
8420,1970,Secundaria,Casado,0,0,2021-08-03,0,15315,54,16/5/2022,7,4,13,15,8,17,64,44411,en línea,,6
3174,1959,Grado o superior,Unión de hecho,0,1,2021-05-22,1,87771,65,20/2/2022,1492,38,287,50,57,33,1957,44338,en línea,,9
7685,1978,Grado o superior,Casado,1,0,2021-09-09,0,33039,46,29/12/2021,30,8,12,8,8,12,78,44448,en línea,,6
3179,1980,Grado o superior,Soltero,0,0,2021-06-16,0,81741,44,11/9/2022,249,153,940,58,134,38,1572,44363,en línea,,13
9780,1971,Posgrado,Unión de hecho,0,1,2021-06-25,0,71499,53,22/8/2022,465,25,132,136,0,37,795,44372,en línea,,21
10681,1970,Secundaria,Casado,0,1,2022-01-15,0,62466,54,24/12/2022,129,129,259,168,121,83,889,44576,en línea,,18
10232,1963,Posgrado,Divorciado,0,1,2021-11-05,0,48799,61,23/11/2022,174,18,81,28,6,24,331,44505,en línea,,10
4184,1950,Posgrado,Unión de hecho,0,1,2022-06-07,0,52157,74,4/12/2022,189,2,29,3,2,40,265,44719,en línea,,8
9120,1962,Grado o superior,Soltero,0,1,2020-12-05,0,66565,62,1/4/2022,747,10,161,65,40,42,1065,44170,en línea,,13
891,1951,Posgrado,Unión de hecho,1,1,2021-09-07,0,29298,73,28/5/2022,6,0,2,2,0,1,11,44446,en línea,,3
10381,1979,Grado o superior,Soltero,0,1,2021-07-05,0,47691,45,18/7/2022,14,0,3,0,0,4,21,44382,en línea,,3
3525,1970,Grado o superior,Unión de hecho,1,1,2020-12-07,0,38200,54,12/7/2022,12,0,4,0,0,1,17,44172,en línea,,3
6818,1974,Grado o superior,Casado,0,1,2020-09-12,0,44989,50,27/1/2022,98,0,106,49,10,106,369,44086,en línea,,10
3526,1968,Posgrado,Casado,1,1,2022-01-27,0,38443,56,21/4/2022,32,0,5,0,0,1,38,44588,en línea,,4
8181,1978,Secundaria,Soltero,1,0,2021-09-13,0,38593,46,7/6/2022,51,12,49,17,24,24,177,44452,en línea,,7
1029,1970,Posgrado,Unión de hecho,0,1,2021-08-01,0,64413,54,20/10/2022,200,5,44,0,10,20,279,44409,en línea,,10
7369,1981,Posgrado,Casado,1,0,2021-10-02,0,36959,43,21/12/2021,25,6,25,6,0,0,62,44471,en línea,,5
2574,1977,Posgrado,Casado,0,1,2021-01-31,1,61996,47,19/6/2022,1050,12,144,0,0,24,1230,44227,en línea,,14
8159,1968,Grado o superior,Casado,1,1,2022-04-01,0,51287,56,10/12/2022,117,0,22,13,0,30,182,44652,en línea,,7
1160,1970,Grado o superior,Casado,1,1,2021-08-23,0,13260,54,5/5/2022,9,4,17,10,2,7,49,44431,en línea,,6
10242,1966,Posgrado,Unión de hecho,1,1,2021-09-16,0,47472,58,8/8/2022,56,0,11,0,0,8,75,44455,en línea,,6
5253,1956,Posgrado,Unión de hecho,1,1,2021-07-09,0,54603,68,23/9/2022,145,13,46,17,2,4,227,44386,en línea,,8
5966,1974,Posgrado,Casado,1,1,2020-11-10,0,45207,50,13/6/2022,203,0,10,0,0,2,215,44145,en línea,,9
5314,1951,Grado o superior,Unión de hecho,0,1,2021-03-18,0,40689,73,2/8/2022,270,3,27,39,6,99,444,44273,en línea,,12
5081,1967,Secundaria,Unión de hecho,1,1,2021-10-20,0,47821,57,4/7/2022,9,0,16,6,6,10,47,44489,en línea,,4
5123,1951,Posgrado,Casado,0,0,2021-04-15,0,27450,73,26/2/2022,37,12,23,8,11,52,143,44301,en línea,,5
5756,1983,Grado o superior,Unión de hecho,1,0,2022-04-03,0,39453,41,23/8/2022,46,0,7,0,0,2,55,44654,en línea,,5
8036,1971,Secundaria,Unión de hecho,1,1,2022-04-18,0,26850,53,20/12/2022,31,1,13,7,2,9,63,44669,en línea,,6
9058,1955,Grado o superior,Viuda/Viudo,0,0,2020-09-23,1,79800,69,29/4/2022,1060,21,530,32,0,224,1867,44097,en línea,,10
5057,1961,Posgrado,Casado,0,1,2021-09-14,0,61794,63,29/8/2022,264,47,188,54,47,11,611,44453,en línea,,14
254,1955,Grado o superior,Unión de hecho,0,1,2022-05-17,0,53863,69,24/12/2022,399,4,30,6,4,30,473,44698,en línea,,14
4179,1959,Grado o superior,Unión de hecho,0,0,2021-08-20,0,24221,65,12/5/2022,8,9,9,2,5,22,55,44428,en línea,,4
3710,1984,Posgrado,Soltero,1,0,2020-10-12,1,39684,40,17/9/2021,19,0,35,6,4,17,81,44116,en línea,,4
7627,1975,Posgrado,Casado,0,0,2020-12-12,1,92163,49,21/6/2022,817,183,797,106,163,20,2086,44177,en línea,,10
4501,1965,Posgrado,Soltero,0,0,2021-11-10,0,69882,59,26/11/2022,292,127,635,132,127,165,1478,44510,en línea,,12
6424,1977,Grado o superior,Unión de hecho,1,0,2022-01-30,0,33178,47,10/12/2022,12,6,2,11,2,16,49,44591,en línea,,4
3075,1972,Posgrado,Casado,0,0,2021-09-11,0,59973,52,7/11/2022,130,30,168,20,34,0,382,44450,en línea,,10
4992,1975,Posgrado,Unión de hecho,1,0,2021-09-19,1,17459,49,7/4/2022,6,4,16,3,10,30,69,44458,en línea,,5
5252,1969,Grado o superior,Divorciado,1,0,2020-10-26,0,23910,55,11/9/2022,16,12,18,7,1,13,67,44130,en línea,,5
7444,1969,Posgrado,Casado,1,1,2021-10-19,0,42169,55,18/4/2022,19,0,9,0,0,2,30,44488,en línea,,4
6919,1978,Secundaria,Casado,1,0,2021-06-04,0,26224,46,7/1/2022,4,7,15,13,9,15,63,44351,en línea,,5
3537,1981,Grado o superior,Unión de hecho,1,0,2020-08-17,0,31089,43,21/5/2021,31,3,31,2,8,4,79,44060,en línea,,7
10277,1961,Grado o superior,Soltero,0,1,2021-02-21,0,30081,63,17/2/2022,36,0,2,0,0,4,42,44248,en línea,,4
2453,1960,Grado o superior,Unión de hecho,0,1,2020-08-31,0,62807,64,26/11/2022,526,28,135,10,21,99,819,44074,en línea,,17
7972,1955,Grado o superior,Soltero,0,0,2021-09-17,0,72906,69,1/8/2022,400,32,519,71,75,54,1151,44456,en línea,,12
895,1948,Posgrado,Casado,0,2,2020-12-09,0,61467,76,18/6/2022,410,16,114,0,5,49,594,44174,en línea,,15
1177,1966,Posgrado,Unión de hecho,1,1,2021-01-26,0,49618,58,17/7/2021,80,3,26,4,2,14,129,44222,en línea,,6
7141,1986,Posgrado,Soltero,1,0,2020-12-29,1,21888,38,20/8/2022,88,10,46,2,3,64,213,44194,en línea,,7
7232,1973,Grado o superior,Viuda/Viudo,0,1,2022-02-11,0,42429,51,20/9/2022,55,0,6,2,0,4,67,44603,en línea,,4
8477,1956,Grado o superior,Divorciado,2,1,2021-03-11,0,26150,68,11/10/2021,5,1,13,3,5,1,28,44266,en línea,,4
2457,1975,Secundaria,Casado,0,1,2020-10-26,0,30801,49,10/2/2021,8,4,5,15,2,11,45,44130,en línea,,4
